Course Letter,Course Number,Avg_Responses,Avg_Enrolled,Avg_Q1,Avg_Q2,Avg_Q3,Avg_Q4,Avg_Q5,Avg_Q6,Avg_Q7,Avg_Q8,Avg_Q9,Avg_AllQs
COMS,202,15,84.5,1.25,1.325,1.425,1.65,2.975,1.675,1.8,1.55,1.75,1.38055555555556
COMS,203,5,25.5,1.25,1.25,1.35,1.75,3,1.5,1.5,1.5,1.5,1.28888888888889
COMS,301,8,76,2.15,2.15,2.45,1.4,2.95,2.35,1.35,2.65,2.95,1.93888888888889
COMS,302,14.3333333333333,66.3333333333333,1.13333333333333,1.26666666666667,1.13333333333333,1.16666666666667,3,1.2,1.23333333333333,1.23333333333333,1.16666666666667,1.05925925925926
CREW,253,4.66666666666667,12,1.4,1.3,1.03333333333333,1.13333333333333,2.66666666666667,1.16666666666667,1.1,1.1,1.26666666666667,1.05555555555556
CREW,254,7.8,14.4,1.06,1.04,1.08,1.04,3.12,1.22,1.04,1.06,1.18,0.968888888888889
CREW,255,4.33333333333333,10.3333333333333,1.2,1.16666666666667,1.1,1.1,2.93333333333333,1.26666666666667,1.16666666666667,1.1,1.1,1.02222222222222
CREW,257,9.75,12.25,1.05,1.1,1.125,1.075,3,1.125,1.025,1.1,1.075,0.963888888888889
CREW,260,4,10,1.2,1.2,1,1,3.2,1.5,1,1,1,0.988888888888889
CREW,351,3.33333333333333,10.6666666666667,1.16666666666667,1.3,1,1.1,3,1.1,1.1,1.1,1.1,0.996296296296296
CREW,353,3.66666666666667,10.3333333333333,1,1,1.2,1.03333333333333,2.96666666666667,1.23333333333333,1.2,1.3,1,0.996296296296296
CREW,354,4,11.5,1.4,1.4,1.2,1.05,3,1.45,1,1,1,1.05555555555556
CREW,355,7,11,1.8,2.4,1.6,1.45,3.05,1.35,1.05,1.2,1.2,1.33888888888889
CRIM,111,65.25,529.25,1.3,1.2625,1.525,1.625,3,1.4,1.5,1.45,1.5625,1.29166666666667
CRIM,202,28,206.5,1.325,1.325,1.5,1.6,2.975,1.5,1.375,1.325,1.525,1.275
CRIM,203,21.3333333333333,126,1.36666666666667,1.5,1.5,1.73333333333333,2.96666666666667,1.43333333333333,1.53333333333333,1.4,1.7,1.35185185185185
CRIM,204,27.6,167.4,1.28,1.26,1.52,1.64,2.94,1.54,1.72,1.52,1.64,1.34666666666667
CRIM,210,43,203,1.4,1.3,1.7,1.5,2.9,1.4,1.6,1.4,1.4,1.3
CRIM,217,45.5,241.75,1.0375,1.05,1.225,1.3,2.9875,1.2125,1.175,1.175,1.15,1.03611111111111
CRIM,310,18.5,133,1.1,1.2,1.15,1.25,2.95,1.2,1.15,1.15,1.2,1.04444444444444
CRIM,311,19.5,107.5,1.425,1.4,1.525,1.35,2.9,1.35,1.525,1.4,1.85,1.31388888888889
CRIM,313,21.75,111.25,1.05,1.175,1.4,1.525,2.975,1.175,1.1,1.15,1.175,1.08333333333333
CRIM,314,25.8333333333333,91.6666666666667,1.63333333333333,1.41666666666667,1.58333333333333,1.75,2.98333333333333,1.36666666666667,1.46666666666667,1.36666666666667,1.71666666666667,1.36666666666667
CRIM,316,16.6666666666667,81.5,1.26666666666667,1.18333333333333,1.45,1.56666666666667,2.93333333333333,1.43333333333333,1.6,1.41666666666667,1.48333333333333,1.26666666666667
CRIM,322,29,67,1.2,1.2,1.4,1.4,2.9,1.7,1.5,1.6,1.5,1.27777777777778
CRIM,324,31,119.25,1.15,1.175,1.4,1.45,3,1.2,1.175,1.15,1.25,1.10555555555556
CRIM,325,20.5,149.75,1.4,1.375,1.525,1.45,2.95,1.275,1.325,1.25,1.35,1.21666666666667
CRIM,326,59.25,232,1.3,1.275,1.35,1.6125,2.975,1.4625,2,1.475,1.6125,1.34305555555556
CRIM,327,17,35,1.1,1,1.2,1.2,2.9,1,1.3,1.2,1,1
CRIM,328,23,97.5,1.25,1.2,1.3,1.6,2.95,1.25,1.25,1.2,1.3,1.15
CYBR,171,62.2857142857143,282.714285714286,1.61428571428571,1.55714285714286,1.52857142857143,2.22857142857143,2.98571428571429,1.65714285714286,1.84285714285714,1.64285714285714,1.98571428571429,1.56190476190476
CYBR,271,22.3333333333333,174.666666666667,1.7,1.65,1.48333333333333,2.4,2.91666666666667,1.71666666666667,1.75,1.66666666666667,1.88333333333333,1.58333333333333
CYBR,371,16.5,101.5,2.4,2.2,1.85,3.2,2.35,1.9,2.55,2.1,2.4,2.06666666666667
CYBR,372,14.6,79.4,2.26,1.88,1.82,2.78,2.9,1.86,2,1.76,2.34,1.85555555555556
CYBR,373,7.75,49.5,1.575,1.775,1.55,2.25,2.875,1.525,2.075,1.65,1.8,1.57777777777778
DATA,101,28.7142857142857,140.428571428571,1.6,1.65714285714286,1.65714285714286,1.95714285714286,2.94285714285714,1.72857142857143,2.04285714285714,1.81428571428571,2.04285714285714,1.61111111111111
DATA,201,17.5,87.5,2.5,2.5,1.9,2.2,2.75,2,2.1,1.95,2.95,2.01111111111111
DATA,202,14.6666666666667,102.833333333333,1.41666666666667,1.38333333333333,1.25,1.9,2.83333333333333,1.51666666666667,1.53333333333333,1.4,1.71666666666667,1.3462962962963
DATA,301,8.8,43,1.58,1.62,1.68,1.9,2.8,1.76,1.96,1.64,2.06,1.57777777777778
DATA,302,7,26,3,1.8,2.3,3.6,2.9,2.3,3.3,2.1,3.3,2.41111111111111
DATA,303,12.4,55.4,1.26,1.28,1.28,1.54,2.92,1.44,1.6,1.4,1.52,1.25777777777778
DATA,304,3.75,7,3.15,3.175,2.525,3.275,1.85,2.6,3.1,3.025,3.35,2.68888888888889
DATA,351,3.25,10.25,1.125,1.075,1.125,1.025,2.8,1.2,1.025,1.025,1.075,0.963888888888889
DSDN,101,82.2857142857143,230.428571428571,1.74285714285714,1.72857142857143,1.72857142857143,1.74285714285714,2.8,1.84285714285714,2.01428571428571,1.75714285714286,2.04285714285714,1.62222222222222
DSDN,102,20.3333333333333,86.3333333333333,1.56666666666667,1.46666666666667,1.66666666666667,1.46666666666667,3,1.66666666666667,1.7,1.56666666666667,1.76666666666667,1.42962962962963
DSDN,103,56.5,181,1.7,1.55,1.6,1.6,3,1.6,2,1.55,1.85,1.49444444444444
DSDN,104,19.3333333333333,91.8888888888889,1.35555555555556,1.26666666666667,1.37777777777778,1.54444444444444,2.96666666666667,1.37777777777778,1.45555555555556,1.34444444444444,1.41111111111111,1.23703703703704
DSDN,111,56.5,174.5,1.71666666666667,1.6,1.8,1.76666666666667,2.61666666666667,1.83333333333333,2.53333333333333,1.88333333333333,2.25,1.70925925925926
DSDN,132,31.4,112.6,1.64,1.54,1.38,1.66,2.82,1.44,1.64,1.5,1.72,1.39111111111111
DSDN,141,16.5,84.625,1.7875,1.775,2,2,2.9,1.75,2.075,1.9125,2.3125,1.73472222222222
DSDN,142,37.6666666666667,119,1.51111111111111,1.41111111111111,1.38888888888889,1.6,2.91111111111111,1.53333333333333,1.76666666666667,1.6,1.6,1.37901234567901
DSDN,151,36,164.5,1.7,1.58333333333333,1.61666666666667,1.61666666666667,2.8,1.6,1.73333333333333,1.58333333333333,1.71666666666667,1.46111111111111
DSDN,153,13.6,63.6,1.68,1.6,1.6,1.54,2.9,1.5,1.82,1.46,1.78,1.44222222222222
DSDN,171,61.8333333333333,243.5,1.43333333333333,1.45,1.63333333333333,1.81666666666667,2.93333333333333,1.66666666666667,1.78333333333333,1.63333333333333,1.71666666666667,1.45925925925926
DSDN,172,15.6,38.6,2.02,1.78,1.76,1.84,2.94,2,2.32,1.78,2.26,1.75111111111111
DSDN,211,12,89,1.5,1.3,1.5,1.5,2.8,1.6,1.3,1.3,1.5,1.27777777777778
DSDN,221,40,184,2.3,2.1,2.6,2.3,2.7,2.2,3.3,2.3,3.2,2.25555555555556
DSDN,242,9,50,1.3,1.1,1.1,1.4,2.9,1.2,1.3,1.1,1.1,1.06666666666667
DSDN,271,59.5,206.25,1.725,1.6,1.85,1.675,2.925,1.975,2.6,1.925,2.3,1.73888888888889
DSDN,321,6,44,1.5,1.3,1.5,1.3,2.9,1.5,1.8,1.8,1.5,1.35555555555556
DSDN,351,10,56,1.3,1.3,1.5,1.5,2.8,1.7,1.5,1.7,1.5,1.33333333333333
DSDN,371,16,51,3.7,3.9,2.5,3.9,2.9,3,3.4,2.9,3.9,3.02222222222222
DSDN,481,6.83333333333333,20,1.33333333333333,1.25,1.3,1.38333333333333,2.86666666666667,1.8,1.93333333333333,1.46666666666667,1.6,1.34074074074074
ECON,130,120.6,778.7,1.76,1.78,1.94,2.4,2.79,2.07,2.99,2.08,2.46,1.94222222222222
ECON,141,63.8,389.9,1.67,1.56,1.83,2.28,2.88,1.88,2.53,1.87,2.25,1.76333333333333
ECON,201,43.8333333333333,203.333333333333,1.6,1.56666666666667,1.7,2.26666666666667,2.85,1.86666666666667,2.46666666666667,1.86666666666667,2.06666666666667,1.71111111111111
ECON,202,26.8888888888889,162.333333333333,1.75555555555556,1.7,1.84444444444444,2.44444444444444,2.87777777777778,1.9,2.41111111111111,1.91111111111111,2.37777777777778,1.81604938271605
ECON,301,7.42857142857143,17.4285714285714,1.41428571428571,1.45714285714286,1.34285714285714,1.9,2.85714285714286,1.58571428571429,2.11428571428571,1.75714285714286,1.94285714285714,1.5015873015873
ECON,303,11.375,25.5,1.95,1.7,1.5375,2.0125,2.875,1.6625,1.85,1.6625,2.0875,1.60694444444444
ECON,305,21.4444444444444,70.2222222222222,1.13333333333333,1.3,1.33333333333333,1.5,2.71111111111111,1.41111111111111,1.5,1.4,1.48888888888889,1.22962962962963
ECON,307,17.4285714285714,61.8571428571429,1.57142857142857,1.88571428571429,1.68571428571429,2.12857142857143,2.91428571428571,1.68571428571429,1.9,1.7,1.87142857142857,1.6031746031746
ECON,314,16.75,47.75,1.45,1.45,1.4,2.25,2.975,1.625,1.625,1.8,1.75,1.48333333333333
ECON,328,5,25,2,1.3,1.3,2.3,3.2,1.8,3.3,2,2,1.77777777777778
ECON,330,5,30.5,1.15,1.15,1.55,1.65,3,1.15,1.05,1.15,1.15,1.11111111111111
ECON,333,12.7777777777778,47.6666666666667,1.48888888888889,1.36666666666667,1.36666666666667,1.84444444444444,2.98888888888889,1.6,1.67777777777778,1.57777777777778,1.67777777777778,1.4
ECON,339,6.66666666666667,25.6666666666667,1.73333333333333,1.56666666666667,1.83333333333333,2.36666666666667,2.93333333333333,1.66666666666667,2.16666666666667,1.73333333333333,2.1,1.68518518518519
ECON,340,8.33333333333333,34.3333333333333,1.46666666666667,1.7,1.33333333333333,2.23333333333333,2.9,1.36666666666667,1.53333333333333,1.43333333333333,1.5,1.3962962962963
ECON,342,2,31,1,1.5,1.5,2.5,3.5,1,1.5,1,1.5,1.27777777777778
ECON,361,13.8,56.4,1.28,1.34,1.58,1.82,2.88,1.3,1.24,1.3,1.42,1.25333333333333
EDUC,101,52.5,199,2.13333333333333,2.1,1.95,2.08333333333333,3.01666666666667,1.91666666666667,2.21666666666667,1.83333333333333,2.3,1.83703703703704
EDUC,102,14.5,42.5,1.8,1.6,1.75,2.05,2.95,1.65,1.85,1.5,1.7,1.54444444444444
EDUC,103,9,36,1.65,1.55,1.75,2,2.95,1.85,1.55,1.75,1.9,1.55555555555556
EDUC,104,14,45,1.5,1.4,1.8,1.9,2.9,1.8,2,1.8,1.9,1.56666666666667
EDUC,115,26,59.5,1.15,1.3,1.55,1.2,2.95,1.35,1.6,1.55,1.5,1.24444444444444
EDUC,116,16,89,2.1,2,2,2.4,3,2.2,2.8,2.3,2.8,2.06666666666667
EDUC,117,18.8,163.2,1.16,1.22,1.48,2.34,3,1.28,1.4,1.38,1.52,1.30888888888889
EDUC,136,4.4,18.8,1.24,1.62,1.76,1.78,3,1.44,1.78,1.44,1.64,1.41111111111111
EDUC,141,63.5454545454545,273.272727272727,1.17272727272727,1.17272727272727,1.34545454545455,1.88181818181818,2.92727272727273,1.30909090909091,1.32727272727273,1.3,1.29090909090909,1.2
EDUC,191,31.5,161.5,1.95,1.85,2.1,1.9,3,1.95,2.7,1.85,2.2,1.83333333333333
EDUC,192,6,9,1.5,1.7,1.9,2,2.8,2,2,2,1.8,1.65555555555556
EDUC,211,10,45,1.2,1.1,1.1,1.3,2.9,1.2,1.1,1.1,1.2,1.03333333333333
EDUC,215,7.16666666666667,40.5,1.71666666666667,1.71666666666667,1.63333333333333,2.06666666666667,2.6,1.76666666666667,1.98333333333333,1.96666666666667,2.26666666666667,1.67962962962963
EDUC,221,22.75,110.25,1.175,1.15,1.2875,1.4,2.925,1.3625,1.3625,1.4,1.2875,1.15833333333333
EDUC,222,6,14,2,1.3,1.8,1.5,3.1,1.5,2,1.5,2,1.51111111111111
EDUC,223,19.75,89.5,1.5,1.4,1.4,1.625,2.95,1.35,1.6,1.3,1.575,1.30555555555556
EDUC,224,9.75,48.25,1.3,1.425,1.125,1.15,2.95,1.1,1.025,1.025,1.175,1.03611111111111
EDUC,243,25.1666666666667,116.833333333333,1.18333333333333,1.13333333333333,1.23333333333333,1.65,2.96666666666667,1.23333333333333,1.4,1.2,1.21666666666667,1.13888888888889
EDUC,244,30.875,133.875,1.225,1.15,1.4125,1.9875,2.95,1.35,1.4,1.325,1.3875,1.24861111111111
EDUC,315,3,48,2,2,2,2,3,2,3,2,1.3,1.81111111111111
EDUC,321,13.5,41,1.1625,1.15,1.1375,1.2125,2.95,1.1875,1.25,1.1375,1.1625,1.04444444444444
EDUC,322,16.4,50,1.76,1.82,1.4,1.8,3,1.28,1.34,1.22,1.62,1.36
EDUC,323,17.6666666666667,54.3333333333333,1.58333333333333,1.45,1.35,1.61666666666667,2.96666666666667,1.28333333333333,1.3,1.23333333333333,1.48333333333333,1.25555555555556
EDUC,341,17.4444444444444,70.7777777777778,1.3,1.22222222222222,1.32222222222222,1.73333333333333,2.93333333333333,1.43333333333333,1.62222222222222,1.45555555555556,1.46666666666667,1.28395061728395
EDUC,342,13.8571428571429,66.2857142857143,1.48571428571429,1.44285714285714,1.68571428571429,2.15714285714286,2.88571428571429,1.52857142857143,1.71428571428571,1.44285714285714,1.74285714285714,1.46666666666667
EDUC,343,26.4285714285714,89.7142857142857,1.1,1.08571428571429,1.17142857142857,1.41428571428571,2.98571428571429,1.15714285714286,1.18571428571429,1.11428571428571,1.11428571428571,1.03809523809524
EEEN,201,6.75,26.25,2.225,2.65,1.575,2.075,3,1.6,1.575,1.325,2.1,1.68055555555556
EEEN,202,7.75,47.25,1.475,1.325,1.325,2.2,2.875,1.35,1.475,1.325,1.675,1.35
EEEN,203,6.66666666666667,27.6666666666667,2,2,2.03333333333333,2.86666666666667,2.36666666666667,1.7,2.76666666666667,1.96666666666667,2.66666666666667,2
EEEN,204,7,26.3333333333333,1.4,1.43333333333333,1.43333333333333,1.63333333333333,2.8,1.43333333333333,1.56666666666667,1.23333333333333,1.66666666666667,1.31111111111111
EEEN,220,8,23,1.2,1.2,1.3,2.5,2.5,1.5,2.5,1.8,2.3,1.58888888888889
EEEN,301,7,25.5,1.65,2.1,1.55,3.25,3,1.65,1.75,1.55,2.15,1.73888888888889
EEEN,310,4.5,8,1.15,1.15,1.15,1.15,3.1,1.05,1.4,1.35,1.5,1.1
EEEN,313,7,27.5,1.75,1.65,1.1,2.1,2.95,1.2,1.4,1.35,1.7,1.36111111111111
EEEN,315,2.66666666666667,21,1.66666666666667,1.93333333333333,1.53333333333333,2.73333333333333,2.96666666666667,1.53333333333333,2.1,1.53333333333333,2.1,1.68148148148148
EEEN,320,4.66666666666667,18,1.66666666666667,1.63333333333333,1.93333333333333,2.16666666666667,2.63333333333333,1.86666666666667,2.66666666666667,1.83333333333333,2.33333333333333,1.78888888888889
EEEN,325,6,17.5,1.3,1.7,1.65,1.55,2.6,1.3,1.45,1.35,2.15,1.38333333333333
EEEN,401,2,16,1,1,1,2,2.5,2,3.5,2,2,1.61111111111111
EEEN,402,3,12.3333333333333,1.83333333333333,1.6,1.26666666666667,3.16666666666667,2.66666666666667,1.33333333333333,1.36666666666667,1.43333333333333,2.1,1.56666666666667
EEEN,411,2,4,1,1.5,1,1.5,3,1.5,2,1.5,2,1.33333333333333
EEEN,415,3.5,11,4,3.15,1.75,4.75,3.45,2,2.5,2.1,3,2.58333333333333
EEEN,422,4,4,1.2,1,1,1.5,3,1,1.2,1.2,1.5,1.06666666666667
EEEN,425,4,14,2,2.5,1.5,1.5,1.8,1.8,2.5,1.2,2.5,1.72222222222222
EEEN,431,1,12,2,1,2,3,3,2,1,2,2,1.66666666666667
ENGL,111,28,133,1.2,1.4,1.4,1.5,3,1.5,1.5,1.7,1.4,1.28888888888889
ENGL,112,21.5,60.5,1.575,1.45,1.725,1.625,2.95,1.4,1.475,1.475,1.6,1.36944444444444
ENGL,117,54.6666666666667,171.833333333333,1.23333333333333,1.33333333333333,1.48333333333333,1.6,2.9,1.45,1.6,1.56666666666667,1.5,1.30740740740741
ENGL,202,27,69.6666666666667,1.16666666666667,1.13333333333333,1.43333333333333,1.36666666666667,2.76666666666667,1.36666666666667,1.33333333333333,1.33333333333333,1.36666666666667,1.16666666666667
ENGL,203,20.1666666666667,65.3333333333333,2.08333333333333,2.16666666666667,1.73333333333333,1.71666666666667,2.95,1.81666666666667,2,1.85,2.26666666666667,1.73703703703704
ENGL,208,27,56,1.45,1.5,1.7,1.85,2.9,1.4,1.35,1.5,1.45,1.35555555555556
ENGL,209,25.5,70.25,1.05,1.05,1.175,1.15,2.775,1.2,1.25,1.2,1.075,1.01666666666667
ENGL,211,21.6666666666667,73.3333333333333,1.13333333333333,1.23333333333333,1.2,1.3,2.93333333333333,1.26666666666667,1.26666666666667,1.26666666666667,1.16666666666667,1.09259259259259
ENGL,228,17,59,1.55,1.675,1.525,1.625,2.95,1.375,1.225,1.275,1.65,1.32222222222222
ENGL,231,26.6666666666667,58.6666666666667,1.43333333333333,1.63333333333333,1.6,1.7,3,1.63333333333333,1.6,1.63333333333333,1.6,1.42592592592593
ENGL,234,26,73,1.9,2,2,1.9,3,1.8,2.2,2,2.5,1.81111111111111
ENGL,248,34,106,1.15,1.1,1.4,1.3,2.95,1.45,1.5,1.55,1.45,1.21111111111111
ENGL,308,20.6666666666667,71.3333333333333,1.16666666666667,1.23333333333333,1.5,1.73333333333333,2.96666666666667,1.56666666666667,1.66666666666667,1.6,1.5,1.32962962962963
ENGL,311,25.5,75.5,1.075,1.05,1.225,1.4,3,1.3,1.325,1.35,1.175,1.1
ENGL,312,22.5,69.5,1.25,1.35,1.55,1.55,3,1.75,1.6,1.55,1.5,1.34444444444444
ENGL,315,14,47,1,1,1.3,1.1,3,1.1,1.3,1.2,1.1,1.01111111111111
ENGL,330,26.3333333333333,64.3333333333333,1.53333333333333,1.46666666666667,1.5,1.63333333333333,2.93333333333333,1.5,1.3,1.36666666666667,1.56666666666667,1.31851851851852
ENGL,332,19.6666666666667,76,2.3,2.16666666666667,1.63333333333333,1.63333333333333,2.76666666666667,1.73333333333333,1.8,1.76666666666667,2.33333333333333,1.70740740740741
ENGL,336,16.3333333333333,57.3333333333333,1.13333333333333,1.1,1.2,1.16666666666667,2.93333333333333,1.16666666666667,1.13333333333333,1.13333333333333,1.1,1.01481481481481
ENGR,101,53.7142857142857,192.285714285714,1.37142857142857,1.55714285714286,1.41428571428571,1.74285714285714,2.88571428571429,1.54285714285714,1.55714285714286,1.54285714285714,1.6,1.36984126984127
ENGR,110,36.8571428571429,144.714285714286,1.48571428571429,1.6,1.41428571428571,1.92857142857143,2.88571428571429,1.6,1.71428571428571,1.52857142857143,1.62857142857143,1.43333333333333
ENGR,121,51.1666666666667,256.333333333333,1.36666666666667,1.35,1.31666666666667,1.86666666666667,2.73333333333333,1.58333333333333,1.98333333333333,1.43333333333333,1.68333333333333,1.39814814814815
ENGR,122,11.75,42.5,1.5375,1.55,1.2375,2.15,2.8625,1.5375,2.275,1.625,1.775,1.52083333333333
ENGR,123,24.625,154.125,1.6125,1.5,1.375,2.05,2.825,1.775,2.45,1.8625,2.0375,1.62916666666667
ENGR,141,15,45.6666666666667,2.01666666666667,1.86666666666667,1.75,2.36666666666667,2.85,1.85,1.95,1.81666666666667,2.21666666666667,1.75925925925926
ENGR,142,9,32.6666666666667,1.63333333333333,1.7,1.2,1.96666666666667,2.83333333333333,1.43333333333333,1.56666666666667,1.36666666666667,1.83333333333333,1.41111111111111
ENGR,201,19.2857142857143,109.857142857143,1.75714285714286,1.77142857142857,1.87142857142857,1.77142857142857,2.91428571428571,1.92857142857143,3.15714285714286,1.88571428571429,2.3,1.82698412698413
ENGR,222,8,28,1.66666666666667,1.66666666666667,1.56666666666667,2.33333333333333,2.7,1.66666666666667,2.86666666666667,1.93333333333333,2.23333333333333,1.77037037037037
ENGR,301,24.625,93,2.8,2.525,2.575,2.825,2.6125,2.2625,3.1875,2.1625,3.0625,2.37777777777778
ENGR,302,17.5,90.75,2.6125,2.275,2.2625,2.425,2.6875,1.9,2.9,1.825,2.725,2.10277777777778
ENGR,401,18,66.8571428571429,2.31428571428571,2.14285714285714,2.2,2.92857142857143,2.95714285714286,2.1,2.64285714285714,2.11428571428571,2.62857142857143,2.11904761904762
ENSC,301,9,33.8333333333333,1.63333333333333,1.66666666666667,1.6,1.91666666666667,2.9,1.58333333333333,1.51666666666667,1.43333333333333,1.7,1.45
ENSC,302,8.33333333333333,29.8333333333333,1.81666666666667,1.73333333333333,1.58333333333333,1.6,2.78333333333333,1.58333333333333,1.9,1.51666666666667,2.01666666666667,1.52777777777778
ESCI,201,11,46.5,1.4,1.4,1.25,1.4,3,1.1,1.15,1.1,1.15,1.10555555555556
ESCI,204,6.6,41,1.62,1.68,2.74,3.24,2.86,1.58,2.22,1.86,2.14,1.89777777777778
ESCI,241,14,36.5,1.23333333333333,1.35,1.18333333333333,1.41666666666667,2.81666666666667,1.16666666666667,1.21666666666667,1.15,1.23333333333333,1.10555555555556
ESCI,302,9.83333333333333,31.5,1.31666666666667,1.35,1.28333333333333,1.85,2.73333333333333,1.41666666666667,1.43333333333333,1.28333333333333,1.45,1.26481481481481
ESCI,305,9.16666666666667,26.5,1.96666666666667,1.55,1.66666666666667,2.01666666666667,2.53333333333333,1.76666666666667,2.28333333333333,1.78333333333333,2.16666666666667,1.68888888888889
ESCI,341,9,25.5,1.05,1.05,1.35,1.4,2.95,1.25,1.3,1.2,1.2,1.08888888888889
ESCI,342,8.5,22,2.175,1.825,1.525,1.725,2.8,1.525,2.225,1.6,2.1,1.63333333333333
ESCI,344,4,9.66666666666667,2.33333333333333,1.76666666666667,1.3,1.76666666666667,2.9,1.4,1.36666666666667,1.23333333333333,2.1,1.47407407407407
FADN,201,7.25,27,1.525,1.65,1.625,1.925,2.425,1.65,1.8,1.725,2.05,1.55
FADN,202,9.75,21.5,1.35,1.325,1.325,1.375,2.675,1.35,1.25,1.25,1.3,1.16944444444444
FADN,242,7.5,20,1.65,1.5,1.15,1.05,3,1.2,1.1,1.25,1.5,1.15555555555556
FADN,273,9,47,1.23333333333333,1.23333333333333,1.2,1.23333333333333,2.9,1.43333333333333,1.36666666666667,1.26666666666667,1.23333333333333,1.13333333333333
FADN,301,10,21,2.16666666666667,2.3,1.66666666666667,2.06666666666667,2.73333333333333,1.96666666666667,2.06666666666667,1.73333333333333,2.3,1.80740740740741
FADN,321,11,22.75,1.275,1.4,1.375,1.35,2.9,1.35,1.425,1.45,1.525,1.23888888888889
FADN,390,6.5,18.75,2.8,2.55,2.55,2.225,2.425,2.65,2.4,2.3,3,2.275
FCOM,204,7,34,3.6,2.2,2.4,2.7,2.9,2.6,4,2.2,3.7,2.6
FHSS,103,20,151,1.45,1.45,1.55,2.4,2.7,1.5,1.7,1.5,1.8,1.48333333333333
FHSS,202,14,19,1.4,1.3,1.8,1.1,2.8,1.7,2,1.4,1.6,1.36666666666667
FHSS,302,13.4285714285714,21.8571428571429,1.24285714285714,1.28571428571429,1.52857142857143,1.25714285714286,2.91428571428571,1.54285714285714,1.71428571428571,1.28571428571429,1.35714285714286,1.24603174603175
FILM,101,59,235.8,1.4,1.42,1.6,1.6,2.96,1.5,1.46,1.64,1.62,1.36
FILM,102,50.6666666666667,200.666666666667,1.36666666666667,1.4,1.73333333333333,1.83333333333333,2.9,1.66666666666667,1.86666666666667,1.83333333333333,2,1.52222222222222
FILM,201,12,110,1.5,1.4,1.5,1.4,3,1.5,1.4,1.8,2,1.38888888888889
FILM,203,21,58,1.1,1.2,1.15,1.2,2.9,1.2,1.3,1.45,1.3,1.1
FILM,204,19.5714285714286,75,1.55714285714286,1.44285714285714,1.55714285714286,1.5,2.78571428571429,1.3,1.51428571428571,1.47142857142857,1.68571428571429,1.33650793650794
FILM,205,36,136,1.4,1.4,1.7,1.8,3,1.7,1.8,1.8,1.9,1.5
FILM,210,11,39.8,2.74,2.3,1.46,1.98,2.98,1.58,1.5,1.46,2.34,1.70666666666667
FILM,220,4,19,1.8,2,1.2,1.2,2.8,1.5,1.5,1.5,1.2,1.32222222222222
FILM,302,14.25,54.25,1.225,1.25,1.4,1.35,2.975,1.3,1.3,1.375,1.35,1.17222222222222
FILM,304,12.6666666666667,41.6666666666667,1.16666666666667,1.23333333333333,1.43333333333333,1.3,2.96666666666667,1.33333333333333,1.66666666666667,1.5,1.3,1.21481481481481
FILM,305,15.3333333333333,56,1.3,1.26666666666667,1.4,1.4,3,1.83333333333333,1.83333333333333,1.7,1.6,1.37037037037037
FILM,306,10,70,1.5,1.5,1.8,1.8,3,1.7,1.3,1.3,2,1.43333333333333
FILM,308,20,62,1.3,1.3,1.5,1.3,2.9,1.3,2,1.5,1.4,1.28888888888889
FILM,310,11,20,2.34,2.3,1.52,1.68,2.86,1.54,1.54,1.48,2.28,1.63111111111111
FILM,311,11.75,20,1.35,1.4,1.25,1.225,2.825,1.25,1.125,1.075,1.2,1.09722222222222
FILM,312,24,56,1.3,1.3,1.4,1.4,2.9,1.5,1.6,1.7,1.5,1.3
FINA,101,15.3333333333333,83.6666666666667,1.7,1.46666666666667,1.6,2.13333333333333,2.7,1.73333333333333,1.96666666666667,1.63333333333333,1.86666666666667,1.56666666666667
FINA,201,56.4444444444444,223.555555555556,1.48888888888889,1.42222222222222,1.47777777777778,2.04444444444444,2.88888888888889,1.63333333333333,1.66666666666667,1.53333333333333,1.8,1.45185185185185
FINA,202,47.8571428571429,226.428571428571,1.8,1.6,1.85714285714286,2.24285714285714,2.88571428571429,1.82857142857143,2.17142857142857,1.71428571428571,2.17142857142857,1.70952380952381
FINA,211,57.6666666666667,181,1.95,1.8,1.8,2.51666666666667,2.86666666666667,2.06666666666667,2.76666666666667,2.03333333333333,2.43333333333333,1.92962962962963
FINA,301,31.7142857142857,162.571428571429,1.7,1.5,1.7,2.18571428571429,2.92857142857143,1.78571428571429,1.87142857142857,1.58571428571429,1.94285714285714,1.58571428571429
FINA,303,28,83.375,1.55,1.5125,1.5375,2.1625,2.6125,1.6875,1.9125,1.65,1.9,1.54583333333333
FINA,304,9.85714285714286,33.1428571428571,1.5,1.34285714285714,1.31428571428571,1.6,2.91428571428571,1.51428571428571,1.81428571428571,1.67142857142857,1.75714285714286,1.39047619047619
FINA,305,34.6666666666667,150.777777777778,1.62222222222222,1.47777777777778,1.62222222222222,2.18888888888889,2.91111111111111,1.76666666666667,1.93333333333333,1.71111111111111,1.97777777777778,1.58888888888889
FINA,306,11.625,38.375,1.65,1.5375,1.6,2.0125,2.7875,1.8875,2.1125,1.775,1.95,1.61388888888889
FINA,307,30,100,2.4,2,1.75,2,2.95,2,2.25,1.9,2.45,1.86111111111111
FINA,308,6,67,1.8,2.5,2,2.5,2,1.5,2,2,2,1.81111111111111
FINA,309,36,130,1.9,1.8,1.7,2.7,2.8,2,2.1,1.9,2.3,1.82222222222222
